Snow on tha Bluff,2011,,
Rhapsody in August,1991,,
Tape,2001,,
Filibus,1915,,
Rotting in the Sun,2023,,
The Great Passage,2013,,
My Grandfather's People,2011,,
The Dirties,2013,,
Ballast,2008,,
Wolfsburg,2003,,
Anguish,1987,,
For Heaven's Sake,1926,,
Living,2012,,
Serenity,2005,,
Dona Flor and Her Two Husbands,1976,,
The Wrong Guy,1997,,
That Cold Day in the Park,1969,,
The Lineup,1958,,
Colonel Redl,1985,,
Shooting Dogs,2005,,
The Cuckoo,2002,,
Tartuffe,1925,,
La Traversée de Paris,1956,,
Good One,2024,,
Passion,2008,,
Raw Deal,1948,,
Gaza Mon Amour,2020,,
Outrage,1950,,
Chennai 600028,2007,,
The Barbarian Invasions,2003,,
Los Muertos,2004,,
Melvin and Howard,1980,,
Remember My Name,1978,,
Genius Party Beyond,2008,,
Mortal World,2018,,
Suburra,2015,,
Ayalum Njanum Thammil,2012,,
Lone Wolf and Cub: White Heaven in Hell,1974,,
Nobody's Fool,1994,,
Lourdes,2009,,
A Talking Picture,2003,,
Would It Kill You to Laugh? Starring Kate Berlant + John Early,2022,,
Hope and Glory,1987,,
Open Hearts,2002,,
The Savages,2007,,
The Lady Without Camelias,1953,,
Song Without a Name,2019,,
Boy A,2007,,
Yeelen,1987,,
Love Affair,1939,,
Star Trek: First Contact,1996,,
42,2013,,
Nna Thaan Case Kodu,2022,,
Long Way Home,2018,,
My King,2015,,
Graduate First,1978,,
"Objective, Burma!",1945,,
Togo,2019,,
A Quiet Dream,2016,,
Apoorva Sagodharargal,1989,,
The Cycle,1977,,
The Power of Kangwon Province,1998,,
Tony Takitani,2004,,
Carnival of Sinners,1943,,
The Beast of War,1988,,
Pureza,2022,,
A Christmas Carol Goes Wrong,2017,,
Moon of Avellaneda,2004,,
The Girl,1968,,
The Passengers of the Night,2022,,
Gregory's Girl,1980,,
Angel Face,1952,,
Crazy Stone,2006,,
By Hook or by Crook,2001,,
It Must Be Heaven,2019,,
Black Sunday,1960,,
Alma's Rainbow,1994,,
A Distant Place,2020,,
Go,1999,,
Mathu Vadalara,2019,,
Matthias & Maxime,2019,,
The Happiest Day in the Life of Olli Mäki,2016,,
The Letter,1940,,
Hail Mary,1985,,
The Bad Seed,1956,,
Nenette and Boni,1996,,
"Liza, the Fox-Fairy",2015,,
Fruit of Paradise,1970,,
A Bag of Marbles,2017,,
Udta Punjab,2016,,
Beautiful City,2004,,
Sherlock: The Blind Banker,2010,,
Petrov's Flu,2021,,
Nitram,2021,,
My Love Affair with Marriage,2022,,
Gunaa,1991,,
Something Must Break,2014,,
The Go-Between,1971,,
On Becoming a Guinea Fowl,2024,,
The Storytellers,2003,,
Love Liza,2002,,
Nathalie Granger,1972,,
Flesh and Bone,2015,,
Gate of Hell,1953,,
Don't Torture a Duckling,1972,,
The Red Spectacles,1987,,
The Dog Who Stopped the War,1984,,
Sweet Mother,2012,,
Stolen Dreams,2009,,
Riff-Raff,1991,,
The Storm,2008,,
War Pony,2022,,
Midaq Alley,1995,,
Full Alert,1997,,
Jerichow,2008,,
No Smoking,2007,,
The Red Snowball Tree,1974,,
Blind,2014,,
Dreams and Crumbs,2023,,
The Bacchus Lady,2016,,
I Am What I Am,2022,,
Power Alley,2023,,
Natural Enemies,1979,,
Garage Olimpo,1999,,
Tamako Love Story,2014,,
Bad Timing,1980,,
Venom and Eternity,1951,,
Life Without Principle,2011,,
The Snow Queen,1957,,
The Crab with the Golden Claws,1991,,
Zatoichi,2003,,
Empire of Passion,1978,,
Garage,2007,,
The Importance of Being Earnest,1952,,
Address Unknown,2001,,
That's Life,1998,,
Honour of the Knights,2006,,
Mr. Vampire,1985,,
Salto,1965,,
Kauwboy,2012,,
Defending Your Life,1991,,
K. D.,2019,,
Wittgenstein,1993,,
Everything Is Illuminated,2005,,
Every Day a Good Day,2018,,
Give Me Liberty,2019,,
"Arabian Nights: Volume 1, The Restless One",2015,,
Berserk: The Golden Age Arc II – The Battle for Doldrey,2012,,
Dim Sum: A Little Bit of Heart,1985,,
"Kalel, 15",2019,,
The Blue Lotus,1991,,
Drishyam 2,2021,,
Caught,1949,,
"You're Sleeping, Nicole",2014,,
One Piece Episode of Nami: Tears of a Navigator and the Bonds of Friends,2012,,
One Man Up,2001,,
Annaluise & Anton,1999,,
No Mercy,2010,,
Harmful Insect,2001,,
The Talk of the Town,1942,,
Marius and Jeannette,1997,,
The Milky Way,1969,,
The Hairdresser's Husband,1990,,
The Edukators,2004,,
Lucio Flavio,1977,,
Post Tenebras Lux,2012,,
The Silent Revolution,2018,,
Scent of a Woman,1974,,
The Chef of South Polar,2009,,
Air Doll,2009,,
Assassination,1964,,
Thiruchitrambalam,2022,,
Never Open That Door,1952,,
Uncle Frank,2020,,
Tito and Me,1992,,
Die Sünderin,1951,,
Mia and the Migoo,2008,,
Puzzle of a Downfall Child,1970,,
The Day the Earth Caught Fire,1961,,
Unruled Paper,2002,,
Bad Education,2019,,
A Wedding Suit,1976,,
"He's a Woman, She's a Man",1994,,
A Letter to Momo,2011,,
"No Fear, No Die",1990,,
A Warning to the Curious,1972,,
The Little Girl Who Conquered Time,1983,,
I'm Not Scared,2003,,
The Adventures of Pinocchio,1972,,
Jewel Robbery,1932,,
Dead Man's Bluff,2005,,
Samurai I: Musashi Miyamoto,1954,,
My Family,1995,,
Way Down East,1920,,
April and the Extraordinary World,2015,,
Pada,2022,,
The Northerners,1992,,
Sapta Sagaradaache Ello - Side B,2023,,
Cine Gibi 4: Meninos e Meninas,2009,,
The House of the Angel,1957,,
Never on Sunday,1960,,
Tales from the Hood,1995,,
Stop-Zemlia,2021,,
Teddy Bear,1981,,
The Unvanquished,1964,,
Robin Redbreast,1970,,
The Outrun,2024,,
Lumumba,2000,,
Running on Karma,2003,,
The Killing of Two Lovers,2020,,
Sisters,2001,,
Kuroko's Basketball - Movie: Winter Cup - Shadow and Light,2016,,
De Onde Eu Te Vejo,2015,,
The Longest Nite,1998,,
Lunana: A Yak in the Classroom,2019,,
Cops vs. Thugs,1975,,
Bed and Sofa,1927,,
Opera,1987,,
The Abominable Dr. Phibes,1971,,
The League of Gentlemen,1960,,
Violent Saturday,1955,,
Can You Ever Forgive Me?,2018,,
The Small Back Room,1949,,
Maria Full of Grace,2004,,
Leader,2010,,
The Girl from Nowhere,2012,,
Matinee,1993,,
Grosse Pointe Blank,1997,,
Mystery Science Theater 3000: The Movie,1996,,
Cigars of the Pharaoh,1991,,
Father of My Children,2009,,
Top of the Heap,1972,,
Goodbye Again,1961,,
"A White, White Day",2019,,
Sugar,2008,,
Bone,1972,,
The Long Voyage Home,1940,,
The Churning,1976,,
The Aura,2005,,
Ecce Bombo,1978,,
Love with the Proper Stranger,1963,,
Alone,1999,,
Ekstra,2013,,
Harmonium,2016,,
Honor Thy Father,2015,,
Swingers,1996,,
The Master and Margarita,2024,,
Night Call,2024,,
Angel Heart,1987,,
Return to Seoul,2022,,
A Tale of Two Cities,1935,,
Los Tres Huastecos,1948,,
The Beauty Inside,2015,,
Prospero's Books,1991,,
The Oyster Princess,1919,,
Thank You for Smoking,2005,,
Utøya: July 22,2018,,
2018,2023,,
Runaway Train,1985,,
Ossos,1997,,
Clockwatchers,1997,,
I Love Cinema,2004,,
The Garden of Sinners: Remaining Sense of Pain,2008,,
Hermanoteu In the Land of Godah,2009,,
Jesus of Montreal,1989,,
Storytelling,2001,,
Confidentially Yours,1983,,
The Duke of Burgundy,2014,,
"Oh, Beautiful Istanbul",1966,,
"The Birds, the Bees and the Italians",1966,,
Maryada Ramanna,2010,,
Children of the Sea,2019,,
The Nature of Love,2023,,
Chie the Brat,1981,,
Frybread Face and Me,2023,,
Drifting,2021,,
The Suspect,1981,,
Echoes of the Rainbow,2010,,
Lilies of the Field,1963,,
Birdy,1984,,
Bedevilled,2010,,
Nasir,2020,,
Rage,2016,,
The Miracle of P. Tinto,1998,,
Our Sunhi,2013,,
The Bad News Bears,1976,,
Ko,2011,,
The Pope's Toilet,2007,,
Girl Picture,2022,,
My Small Land,2022,,
"Ay, Carmela!",1990,,
Man's Castle,1933,,
The Unbearable Lightness of Being,1988,,
Waitress,2007,,
Nobody's Daughter Haewon,2013,,
Song for a Raggy Boy,2003,,
Ieoh Island,1977,,
Gemini,1999,,
The Cube,1969,,
The Merciless,2017,,
Cine Gibi 2,2005,,
Naked Citizen,1985,,
Manta Ray,2018,,
Alam,2022,,
The Message,2009,,
In a Glass Cage,1986,,
Force of Evil,1948,,
The Lizard,2004,,
Sahara,1943,,
True Mothers,2020,,
Nudo Mixteco,2021,,
Jess + Moss,2011,,
The Man with the Golden Arm,1955,,
Night Journey,1987,,
"Chaos, This Is?",2007,,
The Legend of the Swordsman,1992,,
Julia,2008,,
Jaggi,2022,,
We Have Never Been Modern,2023,,
Thunderbolt and Lightfoot,1974,,
Paris Belongs to Us,1961,,
The Man in the White Suit,1951,,
Ruby in Paradise,1993,,
The Woodsman and the Rain,2011,,
In the Company of Men,1997,,
Lorna's Silence,2008,,
Ullozhukku,2024,,
Looking for Eric,2009,,
Battleground,1949,,
The Facts of Murder,1959,,
The Mauritanian,2021,,
Le Navire Night,1979,,
Limbo,1999,,
Declaration of War,2011,,
Red Road,2006,,
Far from Men,2014,,
The Reckless Moment,1949,,
In Syria,2017,,
The State I Am In,2000,,
Venus in Fur,2013,,
Sorry for the Delay,1983,,
Sivas,2014,,
Arrhythmia,2017,,
Snack Shack,2024,,
L'Âge d'or,1930,,
The Secret Garden,1993,,
People on Sunday,1930,,
Murina,2021,,
Professor Marston and the Wonder Women,2017,,
Lore,2012,,
The Petrified Forest,1936,,
Dil Chahta Hai,2001,,
Little White Lies,2010,,
Zama,2017,,
Article 15,2019,,
The Inevitable Defeat of Mister & Pete,2013,,
In the Realm of the Senses,1976,,
The Spanish Apartment,2002,,
Entrei em Pânico ao Saber o Que Vocês Fizeram na Sexta-feira 13 do Verão Passado,2001,,
The Science of Sleep,2006,,
The Rocket from Calabuch,1956,,
Jodhaa Akbar,2008,,
The Worst Ones,2022,,
The Red Virgin,2024,,
Silkwood,1983,,
The Count of Monte Cristo,1998,,
Lupin III: The First,2019,,
Get on the Bus,1996,,
Fremont,2023,,
The Days to Come,2019,,
Dheepan,2015,,
The Elementary School,1991,,
We Grown Now,2023,,
Kiss of Death,1947,,
Dark Victory,1939,,
Junkyard Dog,2023,,
The Adventures of Mowgli,1973,,
Billy & Mandy's Big Boogey Adventure,2007,,
Imaginur,2022,,
Cine Gibi 3: Planos Infalíveis,2008,,
Malik,2021,,
Spring on Zarechnaya Street,1956,,
Gie,2005,,
The Plot Against Harry,1971,,
Snake in the Eagle's Shadow,1978,,
One Piece Film: Z,2012,,
Whistle If You Come Back,1993,,
Le beau Serge,1958,,
The Immortal Story,1968,,
"I Are You, You Am Me",1982,,
Hard Times,1975,,
A Coffee in Berlin,2012,,
Equus,1977,,
Kirikou and the Men and Women,2012,,
Manto,2018,,
Mukkabaaz,2017,,
Before Night Falls,2000,,
Ransom for a Dead Man,1971,,
Belly,1998,,
Flying Colors,2015,,
Dark of the Sun,1968,,
You Are Not I,1981,,
The Wild Child,1970,,
Frida,2002,,
Celia,1989,,
Grass,2018,,
A Generation,1955,,
Ága,2018,,
King of Hearts,1966,,
By the Grace of God,2018,,
Memories,2013,,
Family Nest,1979,,
Far from the Madding Crowd,1967,,
Fearless,2006,,
Third Star,2010,,
Magallanes,2015,,
Noroi: The Curse,2005,,
Zabriskie Point,1970,,
Tora! Tora! Tora!,1970,,
I Like Movies,2022,,
Laila Majnu,2018,,
Zu: Warriors from the Magic Mountain,1983,,
The Jacksons: An American Dream,1992,,
The Champ,1931,,
The Fantastic Adventures of Unico,1981,,
Magnificent Obsession,1954,,
We Were Dangerous,2024,,
Under the Sand,2000,,
Flight of the Red Balloon,2007,,
Softie,2021,,
Heat Lightning,1934,,
Tattooed Life,1965,,
True Heart Susie,1919,,
Spring Fever,2009,,
La Luna,2023,,
Clockers,1995,,
Barrio,1998,,
Compulsion,1959,,
A Wedding,1978,,
Séance,2000,,
Wristcutters: A Love Story,2006,,
Broken Flowers,2005,,
This Summer Feeling,2015,,
9,2002,,
Ghost in the Shell 2.0,2008,,
Tito,2004,,
A Thousand Clowns,1965,,
Shameless,2012,,
The Nasty Girl,1990,,
Mad Love,1935,,
Jack and the Cuckoo-Clock Heart,2013,,
Lords of Dogtown,2005,,
The Adventures of Picasso,1978,,
Coming Out,1989,,
Company,2002,,
Diaz - Don't Clean Up This Blood,2012,,
Loving Couples,1964,,
Spoiler Alert,2022,,
The Taming of the Scoundrel,1980,,
Mayakkam Enna,2011,,
Petal Dance,2013,,
The National Shotgun,1978,,
Por Thozhil,2023,,
Paradise,2016,,
The Marquise of O,1976,,
The Eighth Day,1996,,
Violette Nozière,1978,,
Paan Singh Tomar,2012,,
What's the Time In Your World?,2014,,
Marrakech Express,1989,,
Music Box,1989,,
Angoor,1982,,
The Dawn Patrol,1930,,
Pink Narcissus,1971,,
Suspect X,2008,,
Our Family,1975,,
Salon Mexico,1949,,
The Spiral Staircase,1946,,
Séraphine,2008,,
Black Sabbath,1963,,
Not Reconciled,1965,,
"Good Luck to You, Leo Grande",2022,,
The Makioka Sisters,1983,,
Go Go Tales,2007,,
In Broad Daylight,2023,,
Phantom Lady,1944,,
Tomorrow I'll Wake Up and Scald Myself with Tea,1977,,
Colorful,2010,,
"Christmas, Again",2014,,
Lupin the Third: Jigen's Gravestone,2014,,
First They Killed My Father,2017,,
High☆Speed!: Free! Starting Days,2015,,
Mundane History,2009,,
Bread and Tulips,2000,,
Insomnia,1997,,
October,2018,,
Bonjour Tristesse,1958,,
Edge of the City,1957,,
Les Dames du bois de Boulogne,1945,,
Waterboys,2001,,
To the Ends of the Earth,2019,,
Black Test Car,1962,,
Danzón,1991,,
The Emperor and the Assassin,1998,,
Crayon Shin-chan: Great Adventure In Henderland,1996,,
Fist of Fury,1972,,
Ten Little Indians,1988,,
The Offence,1973,,
A Dirty Carnival,2006,,
Extreme Job,2019,,
The Patsy,1928,,
The Butterfly's Dream,2013,,
New Tale of Zatoichi,1963,,
Corpo Celeste,2011,,
Theeb,2014,,
Love on the Run,1979,,
White Mane,1953,,
The Sky Is Pink,2019,,
Fantômas: Juve Against Fantômas,1913,,
The Trouble with Angels,1966,,
Scabbard Samurai,2010,,
My Beautiful Man: Eternal,2023,,
Benny's Video,1992,,
The Butcher Boy,1997,,
Cows,1992,,
Intimate Lighting,1966,,
Jigoku,1960,,
Sophie's Choice,1982,,
Light Light Light,2023,,
The Garden of the Finzi-Continis,1970,,
Conflagration,1958,,
Aatmapamphlet,2023,,
Tai-Chi Master,1993,,
Splendor,1989,,
"Rachel, Rachel",1968,,
The Most Charming and Attractive,1985,,
Casualties of War,1989,,
The Magnificent One,1973,,
"Spring Night, Summer Night",1967,,
Bright Future,2002,,
Amaran,2024,,
Coup d'Etat,1973,,
Sing a Song of Sex,1967,,
Coming Home,2014,,
Soldier's Girl,2003,,
Survival Family,2016,,
Homicide,1991,,
Hold Back the Dawn,1941,,
Saga of Tanya the Evil: The Movie,2019,,
Cobra Verde,1987,,
Strawberry Shortcake: The Sweet Dreams Movie,2006,,
The Boston Strangler,1968,,
Newton,2017,,
The Flowers of War,2011,,
Ride the Pink Horse,1947,,
Powwow Highway,1989,,
Ganja & Hess,1973,,
Here Comes Mr. Jordan,1941,,
Baby Doll,1956,,
Snow Trail,1947,,
A Chinese Odyssey Part One: Pandora's Box,1995,,
Come Closer,2024,,
Very Happy Alexander,1968,,
Elvira Madigan,1967,,
Titus,1999,,
Memories of My Body,2018,,
Love Letter,1953,,
Iyobinte Pusthakam,2014,,
The Band of Honest Men,1956,,
Assassination,2015,,
Perceval,1978,,
Night of the Juggler,1980,,
The Bedford Incident,1965,,
Poverty and Nobility,1954,,
Fires on the Plain,2014,,
The Long Walk,2019,,
49th Parallel,1941,,
Five Graves to Cairo,1943,,
Judex,1963,,
In the Absence of the Sun,2014,,
Ayka,2018,,
The Return of Martin Guerre,1982,,
The Brother from Another Planet,1984,,
The Star Maker,1995,,
Longtime Companion,1989,,
Trading Places,1983,,
Tigers Are Not Afraid,2017,,
Stranger by the Lake,2013,,
The Wave,2008,,
Jason and the Argonauts,1963,,
Taxi zum Klo,1980,,
Too Late for Tears,1949,,
Gook,2017,,
C'est la vie!,2017,,
This Is How the World Ends,2000,,
'71,2014,,
Watchtower,2012,,
The Cakemaker,2017,,
Cry of the City,1948,,
Andaz Apna Apna,1994,,
The Crimson Kimono,1959,,
Riding Alone for Thousands of Miles,2005,,
Apostasy,2017,,
Jesus Is Dead,2016,,
Money Money Money,1972,,
Attila Marcel,2013,,
What Maisie Knew,2012,,
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,2021,,
Ante... Sundaraniki!,2022,,
Ingeborg Holm,1913,,
Closeness,2017,,
Walkover,1965,,
My Left Eye Sees Ghosts,2002,,
The Nun's Story,1959,,
Dark Eyes,1987,,
The Hitcher,1986,,
Pompo the Cinephile,2021,,
See the Sea,1997,,
The Ciambra,2017,,
Chopper,2000,,
Dragons Forever,1988,,
A Cat in Paris,2010,,
One Fine Morning,2022,,
Lucky Chan-sil,2019,,
Devilman - Volume 2: Demon Bird,1990,,
Taboo,1999,,
Stanley Ka Dabba,2011,,
Zübük,1980,,
Diamond Dust,2018,,
Bombón El Perro,2004,,
The Spider's Stratagem,1970,,
Radio Day,2008,,
As Not to Fly the Smoke,1984,,
Elections Day,2007,,
Nine Months,1976,,
Mermaids,1990,,
El Angel,2018,,
Undine,2020,,
Jallikattu,2019,,
Kick,2009,,
Play Dirty,1969,,
Theatre of Blood,1973,,
Boccaccio '70,1962,,
Little Big Women,2020,,
Lupin the Third: The Mystery of Mamo,1978,,
Hollywood Shuffle,1987,,
Moloch,1999,,
Clan of the White Lotus,1980,,
King of the Doormen,1977,,
The Secret Face,1991,,
"Gatica, the Monkey",1993,,
Police Story 3: Super Cop,1992,,
Back Street,1932,,
The Window,1949,,
"Late August, Early September",1998,,
Magnetic Fields,2021,,
The Throne,2015,,
The Devil's Envoys,1942,,
The Hot Rock,1972,,
Jane Eyre,2011,,
Titli,2014,,
War Witch,2012,,
Freedom Writers,2007,,
"Mommy, I'm Scared",2004,,
Fantômas: In the Shadow of the Guillotine,1913,,
Teiichi: Battle of Supreme High,2017,,
Heart of Glass,1976,,
Fire,1996,,
So This Is Paris,1926,,
In the Aisles,2018,,
The Prefab People,1982,,
Intruder in the Dust,1949,,
Apollo 10½: A Space Age Childhood,2022,,
The Blackout,1997,,
Kung-Fu Master!,1988,,
The Bears' Famous Invasion of Sicily,2019,,
Distance,2001,,
Shadow,2018,,
You Are My Sunday,2017,,
Nameless Gangster,2012,,
I Married a Strange Person!,1997,,
Human Resources,1999,,
Catch-22,1970,,
Twilight's Kiss,2019,,
The Experience,1973,,
Under the Sun of Satan,1987,,
The Blob,1988,,
Zatoichi and the Fugitives,1968,,
Robot Chicken: Star Wars Episode III,2010,,
Sybil,1976,,
The Magic Gloves,2003,,
Dinner Rush,2000,,
New Girl,1985,,
Star Trek: The Next Generation - Encounter at Farpoint,1987,,
Educating Rita,1983,,
Champion,1949,,
The Cyclist,1989,,
Die Beautiful,2016,,
Road House,1948,,
Linha de Passe,2008,,
My Golden Days,2015,,
The Dead and the Others,2018,,
Lupin the Third: The Fuma Conspiracy,1987,,
The Bride,1973,,
The Last Day of Summer,1958,,
Ulidavaru Kandanthe,2014,,
The Hidden,1987,,
Samurai Wolf,1966,,
Piano Piano Kid,1991,,
Wild,2014,,
Rocky Aur Rani Kii Prem Kahaani,2023,,
He Got Game,1998,,
"Faster, Pussycat! Kill! Kill!",1965,,
Hail the Judge,1994,,
The Time Machine,1960,,
Motherhood,2022,,
Almost Human,1974,,
Speaking Parts,1989,,
Bandit Queen,1994,,
The Civil Dead,2022,,
Chotushkone,2014,,
The Penalty,1920,,
The Sound of Fury,1950,,
All the King's Men,1949,,
The Painted Bird,2019,,
Adam & Paul,2004,,
David and Lisa,1962,,
Chhichhore,2019,,
A Chump at Oxford,1940,,
A Kind of Loving,1962,,
Sister,2012,,
Cardcaptor Sakura: The Movie,1999,,
Housekeeping for Beginners,2023,,
The Romance of Aniceto and Francisca,1967,,
I Never Sang for My Father,1970,,
Chronopolis,1982,,
Carnal Knowledge,1971,,
Ga-ga: Glory to the Heroes,1986,,
Beau Geste,1939,,
The Concert,2009,,
The Passion of Berenice,1976,,
Ride Your Wave,2019,,
Gods and Monsters,1998,,
Pattanapravesham,1988,,
Mobile Suit Gundam Hathaway,2021,,
"Love, Chunibyo & Other Delusions! Take On Me",2018,,
Lili Marleen,1981,,
Tout Va Bien,1972,,
The Killing of Kenneth Chamberlain,2019,,
The Masque of the Red Death,1964,,
Sir Arne's Treasure,1919,,
Rainbow Song,2006,,
The Dresser,1983,,
O Kadhal Kanmani,2015,,
City of Men,2007,,
"Pizza, Beer, and Cigarettes",1997,,
The Postman's White Nights,2014,,
Peepli Live,2010,,
Before the Revolution,1964,,
2/Duo,1997,,
Asphalt,1929,,
Like Crazy,2016,,
Scrooge,1970,,
Desk Set,1957,,
Gettysburg,1993,,
"Same Love, Same Rain",1999,,
Anjali,1990,,
Berlin Alexanderplatz,2020,,
Anne Frank: The Whole Story,2001,,
The Mysterious Castle in the Carpathians,1981,,
Balloon,2019,,
Grbavica: The Land of My Dreams,2006,,
The Crisis,1992,,
The Sparring Partner,2022,,
Sophie Scholl: The Final Days,2005,,
Nocturama,2016,,
Detective Conan: Episode One - The Great Detective Turned Small,2016,,
A Normal Family,2023,,
Miss Julie,1951,,
In July,2000,,
La Cage aux Folles,1978,,
Last Night,1998,,
Wuthering Heights,1939,,
Le Petit Soldat,1963,,
Queen of Katwe,2016,,
