Title,Year,
Laufey's A Night at the Symphony: Hollywood Bowl,2024,"Due to being a concert film, live performance."
45911,2002,Due to being a Documentary.
Jackie Chan: My Stunts,1999,Due to being a Documentary.
Taylor Tomlinson: Have It All,2024,Due to being a stand-up comedy.
There's Something in the Water,2019,Due to being a Documentary.
Outstanding: A Comedy Revolution,2024,Due to being a stand-up comedy.
Step,2017,Due to being a Documentary.
Human Flow,2017,Due to being a Documentary.
Roadrunner: A Film About Anthony Bourdain,2021,Due to being a Documentary.
Project Iceman,2022,Due to being a Documentary.
Ricky Gervais Live 2: Politics,2004,Due to being a stand-up comedy.
The Last Year of Darkness,2023,Due to being a Documentary.
Ricky Gervais Live 3: Fame,2007,Due to being a stand-up comedy.
American: The Bill Hicks Story,2009,Due to being a Documentary.
Sky Ladder: The Art of Cai Guo-Qiang,2016,Due to being a Documentary.
Worlds of Ursula K. Le Guin,2018,Due to being a Documentary.
Treasure Island,2018,Due to being a Documentary.
Trixie Mattel: Moving Parts,2019,Due to being a Documentary.
Seth Meyers: Lobby Baby,2019,Due to being a stand-up comedy.
Adam Sandler: Love You,2024,Due to being a stand-up comedy.
"""Sr.""",2022,Due to being a Documentary.
Hitler: A Career,1977,Due to being a Documentary.
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",2014,Due to being a Documentary.
Good Night Oppy,2022,Due to being a Documentary.
Atlantic Bar,2022,Due to being a Documentary.
Lenny Cooke,2013,Due to being a Documentary.
"Eadweard Muybridge, Zoopraxographer",1975,Due to being a Documentary.
Crock of Gold: A Few Rounds with Shane MacGowan,2020,Due to being a Documentary.
First Position,2011,Due to being a Documentary.
76 Days,2020,Due to being a Documentary.
Resurrect Dead: The Mystery of the Toynbee Tiles,2011,Due to being a Documentary.
Cowspiracy: The Sustainability Secret,2014,Due to being a Documentary.
Demetri Martin: Live (At The Time),2015,Due to being a stand-up comedy.
Williams,2017,Due to being a Documentary.
Into Eternity: A Film for the Future,2010,Due to being a Documentary.
They'll Love Me When I'm Dead,2018,Due to being a Documentary.
The Society of the Spectacle,1974,Due to being a Documentary.
Laura Felpin : Ça passe,2024,Due to being a stand-up comedy.
Andre the Giant,2018,Due to being a Documentary.
The Disenchantment,1976,Due to being a Documentary.
The Hellstrom Chronicle,1971,Due to being a Documentary.
Beyond The Visible - Hilma af Klint,2019,Due to being a Documentary.
Marvel Studios Assembled: The Making of the Guardians of the Galaxy Vol. 3,2023,Due to being a Documentary.
A Dirty Story,1977,Due to being a Documentary.
Code Geass: Lelouch of the Rebellion – Glorification,2018,Due to being a edited from tv series.
"3 ½ Minutes, 10 Bullets",2015,Due to being a Documentary.
"Acasă, My Home",2020,Due to being a Documentary.
The Class of ‘92,2013,Due to being a Documentary.
Bill Cosby: Himself,1983,Due to being a stand-up comedy.
Taylor Tomlinson: Quarter-Life Crisis,2020,Due to being a stand-up comedy.
Mapplethorpe: Look at the Pictures,2016,Due to being a Documentary.
The Best That Never Was,2010,Due to being a Documentary.
The Seven Five,2014,Due to being a Documentary.
Voyage in Time,1983,Due to being a Documentary.
The Grand Bizarre,2018,Due to being a Documentary.
The Biggest Little Farm,2018,Due to being a Documentary.
Dry Ground Burning,2022,Due to being a Documentary.
Maidentrip,2013,Due to being a Documentary.
Zach Galifianakis: Live at the Purple Onion,2007,Due to being a stand-up comedy.
Last Things,2023,Due to being a Documentary.
Try Harder!,2021,Due to being a Documentary.
The Speed Cubers,2020,Due to being a Documentary.
A Brief History of Time,1991,Due to being a Documentary.
Therapy Dogs,2022,Due to being a Documentary.
The Earth Is Blue as an Orange,2020,Due to being a Documentary.
Art and Craft,2014,Due to being a Documentary.
The Fear of 13,2015,Due to being a Documentary.
Cutie and the Boxer,2013,Due to being a Documentary.
"Accidental Courtesy: Daryl Davis, Race & America",2016,Due to being a Documentary.
Bombshell: The Hedy Lamarr Story,2017,Due to being a Documentary.
"Introducing, Selma Blair",2021,Due to being a Documentary.
The Killing of America,1981,Due to being a Documentary.
Paradise Lost 2: Revelations,2000,Due to being a Documentary.
Cocaine Cowboys,2006,Due to being a Documentary.
Selfie,2019,Due to being a Documentary.
The Union: The Business Behind Getting High,2007,Due to being a Documentary.
Kino Eye,1924,Due to being a Documentary.
Justice,2004,Due to being a Documentary.
Man in Black,2023,Due to being a Documentary.
Gilbert,2017,Due to being a Documentary.
Waste Land,2010,Due to being a Documentary.
Marvel Studios Assembled: The Making of Deadpool & Wolverine,2024,Due to being a Documentary.
John Lewis: Good Trouble,2020,Due to being a Documentary.
Secrets of the Saqqara Tomb,2020,Due to being a Documentary.
Elizabeth Taylor: The Lost Tapes,2024,Due to being a Documentary.
Totally Under Control,2020,Due to being a Documentary.
Ballad of the Little Soldier,1984,Due to being a Documentary.
Tig Notaro: Boyish Girl Interrupted,2015,Due to being a stand-up comedy.
Erased,2017,
Kakushigoto,2020,
Fight For My Way,2017,
Quiet on Set: The Dark Side of Kids TV,2024,
Arnold,2023,
Vigil,2021,
SCHOOL-LIVE!,2015,
Money Heist: From Tokyo to Berlin,2021,
Cyber City Oedo 808,1990,
Followers,2020,
Stolen Youth: Inside the Cult at Sarah Lawrence,2023,
Who Killed Little Gregory?,2019,
Zombie Land SAGA,2018,
Reply 1994,2013,
The Architect,2023,
Mr. McMahon,2024,
A Friend of the Family,2022,
18 Again,2020,
After the Rain,2018,
Pop Team Epic,2018,
Pet Shop of Horrors,1999,
What Comes After Love,2024,
Call It Love,2023,
Semantic Error: The Movie,2022,
Cremaster 3,2002,
Thirteen,2016,
Bir Tat Bir Doku: Millennium,2001,
La Libertad,2001,
Doctor Who: The Tenth Planet,1966,
Doctor Who: The Web of Fear,1968,
Sherlock: The Abominable Bride,2016,
Jesus of Nazareth,1977,
The Master and Margarita,2005,
Doctor Who: Twice Upon a Time,2017,
Going Postal,2010,
Dr. Stone: Ryusui,2022,
The White Queen,2013,
Doctor Who: The Time Warrior,1974,
45911,2002,Due to being a Documentary.
Dear Future Children,2021,Due to being a Documentary.
The Dream Team,2012,Due to being a Documentary.
Six Degrees of Separation from Lilia Cuntapay,2011,Due to being a Documentary.
Buck,2011,Due to being a Documentary.
Eraserhead Stories,2001,Due to being a Documentary.
Dahomey,2024,Due to being a Documentary.
Afternoons of Solitude,2024,Due to being a Documentary.
Chris Rock: Kill the Messenger,2008,Due to being a stand-up comedy.
Antarctica: A Year on Ice,2013,Due to being a Documentary.
Fabrice Éboué - Adieu Hier,2023,Due to being a stand-up comedy.
Mysterious Object at Noon,2000,Due to being a Documentary.
1,2013,Due to being a Documentary.
High-Rise,2009,Due to being a Documentary.
"Orlando, My Political Biography",2023,Due to being a Documentary.
Dina,2017,Due to being a Documentary.
Dior and I,2014,Due to being a Documentary.
Sicko,2007,Due to being a Documentary.
Never Surrender: A Galaxy Quest Documentary,2019,Due to being a Documentary.
State Funeral,2019,Due to being a Documentary.
Combat Obscura,2018,Due to being a Documentary.
"El Sicario, Room 164",2010,Due to being a Documentary.
Bobby Fischer Against the World,2011,Due to being a Documentary.
"Rory Scovel: Religion, Sex and a Few Things In Between",2024,Due to being a stand-up comedy.
Zero Days,2016,Due to being a Documentary.
Bob Spit: We Do Not Like People,2021,Due to being a Documentary.
A Cop Movie,2021,Due to being a Documentary.
Marc Maron: Thinky Pain,2013,Due to being a stand-up comedy.
The Shock Doctrine,2009,Due to being a Documentary.
Puff: Wonders of the Reef,2021,Due to being a Documentary.
Inside 'Inside Llewyn Davis',2014,Due to being a Documentary.
The Truth vs. Alex Jones,2024,Due to being a Documentary.
All In: The Fight for Democracy,2020,Due to being a Documentary.
Marvel Studios Assembled: The Making of Moon Knight,2022,Due to being a Documentary.
To Hell and Back: The Kane Hodder Story,2017,Due to being a Documentary.
Racing Extinction,2015,Due to being a Documentary.
The Cave,2019,Due to being a Documentary.
American Factory,2019,Due to being a Documentary.
Tehachapi,2023,Due to being a Documentary.
Inmate #1: The Rise of Danny Trejo,2019,Due to being a Documentary.
Enron: The Smartest Guys in the Room,2005,Due to being a Documentary.
Seven Years in May,2019,Due to being a Documentary.
Elaine Stritch: Shoot Me,2013,Due to being a Documentary.
Inequality for All,2013,Due to being a Documentary.
"Santiago, Italia",2018,Due to being a Documentary.
Bert Kreischer: The Machine,2016,Due to being a stand-up comedy.
Unzipped,1995,Due to being a Documentary.
These Amazing Shadows,2011,Due to being a Documentary.
Back and Forth,1969,Due to being a Documentary.
The Bleeding Edge,2018,Due to being a Documentary.
Bisbee '17,2018,Due to being a Documentary.
Hail Satan?,2019,Due to being a Documentary.
So Help Me God,2017,Due to being a Documentary.
At the Drive-In,2017,Due to being a Documentary.
The Resurrection of Jake The Snake,2015,Due to being a Documentary.
Chop & Steele,2022,Due to being a Documentary.
Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,2014,Due to being a Documentary.
Thin,2006,Due to being a Documentary.
The Saint of Second Chances,2023,Due to being a Documentary.
Sad Hill Unearthed,2017,Due to being a Documentary.
Nothing Like a Dame,2018,Due to being a Documentary.
We Were Once Kids,2021,Due to being a Documentary.
Happy Valley,2014,Due to being a Documentary.
Bergman Island,2006,Due to being a edited from tv series.
Jim Gaffigan: Mr. Universe,2012,Due to being a stand-up comedy.
General Idi Amin Dada,1974,Due to being a Documentary.
Deep Sky,2023,Due to being a Documentary.
Jim: The James Foley Story,2016,Due to being a Documentary.
Filmworker,2017,Due to being a Documentary.
"Love, Gilda",2018,Due to being a Documentary.
Frank and Ollie,1995,Due to being a Documentary.
Casa Susanna,2022,Due to being a Documentary.
Louis Armstrong's Black & Blues,2022,Due to being a Documentary.
Maria Bamford: Old Baby,2017,Due to being a stand-up comedy.
Olmo and the Seagull,2014,Due to being a Documentary.
Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,Due to being a Documentary.
Anthony Jeselnik: Bones and All,2024,Due to being a stand-up comedy.
Hollywood Dreams & Nightmares: The Robert Englund Story,2022,Due to being a Documentary.
Rize,2005,Due to being a Documentary.
"Life, Animated",2016,Due to being a Documentary.
180° South,2010,Due to being a Documentary.
Two Years at Sea,2011,Due to being a Documentary.
For the Love of Spock,2016,Due to being a Documentary.
My Architect: A Son's Journey,2003,Due to being a Documentary.
Knit's Island,2023,Due to being a Documentary.
Obit,2016,Due to being a Documentary.
Van Gogh: Painted with Words,2010,Due to being a Documentary.
Embrace the Panda: Making Turning Red,2022,Due to being a Documentary.
A. K.,1985,Due to being a Documentary.
Liv & Ingmar,2012,Due to being a Documentary.
About Some Meaningless Events,1974,Due to being a Documentary.
Capturing the Friedmans,2003,Due to being a Documentary.
Visions of Light,1992,Due to being a Documentary.
Manufactured Landscapes,2006,Due to being a Documentary.
This Film Is Not Yet Rated,2006,Due to being a Documentary.
Brazil 2002: The Real Story,2022,Due to being a Documentary.
The Trapped 13: How We Survived The Thai Cave,2022,Due to being a Documentary.
Jesus Camp,2006,Due to being a Documentary.
Burroughs: The Movie,1983,Due to being a Documentary.
Heart of a Dog,2015,Due to being a Documentary.
Peter and the Farm,2016,Due to being a Documentary.
Sharkwater,2006,Due to being a Documentary.
Jenny Slate: Stage Fright,2019,Due to being a stand-up comedy.
This Magic Moment,2016,Due to being a Documentary.
Powaqqatsi,1988,Due to being a Documentary.
The Space in Between: Marina Abramović and Brazil,2016,Due to being a Documentary.
A Trip to Infinity,2022,Due to being a Documentary.
The Weather Underground,2002,Due to being a Documentary.
Agent of Happiness,2024,Due to being a Documentary.
Last Breath,2019,Due to being a Documentary.
Jim Gaffigan: King Baby,2009,Due to being a stand-up comedy.
Becoming,2020,Due to being a Documentary.
Union,2024,Due to being a Documentary.
Julia,2021,Due to being a Documentary.
Dear America: Letters Home from Vietnam,1987,Due to being a Documentary.
Betty White: First Lady of Television,2018,Due to being a Documentary.
That Guy Dick Miller,2014,Due to being a Documentary.
Long Shot,2017,Due to being a Documentary.
The Curious Birth of Benjamin Button,2009,Due to being a Documentary.
Adrienne,2021,Due to being a Documentary.
Ray Harryhausen: Special Effects Titan,2011,Due to being a Documentary.
Hitchcock/Truffaut,2015,Due to being a Documentary.
Enter the Clones of Bruce,2023,Due to being a Documentary.
Drew: The Man Behind the Poster,2013,Due to being a Documentary.
Gladbeck: The Hostage Crisis,2022,Due to being a Documentary.
Assassins,2020,Due to being a Documentary.
CKY2K,2000,Due to being a Documentary.
"Video Nasties: Moral Panic, Censorship & Videotape",2010,Due to being a Documentary.
The Green Fog,2017,Due to being a Documentary.
For the Bible Tells Me So,2007,Due to being a Documentary.
The Kid Stays in the Picture,2002,Due to being a Documentary.
Mike Wallace Is Here,2019,Due to being a Documentary.
Oklahoma City,2017,Due to being a Documentary.
In the Realms of the Unreal,2004,Due to being a Documentary.
Andy Murray: Resurfacing,2019,Due to being a Documentary.
Marc Maron: Too Real,2017,Due to being a stand-up comedy.
Hubble,2010,Due to being a Documentary.
Jimmy Carter: Rock & Roll President,2020,Due to being a Documentary.
My Imaginary Country,2022,Due to being a Documentary.
Standard Operating Procedure,2008,Due to being a Documentary.
Splinters,2020,Due to being a Documentary.
Wordplay,2006,Due to being a Documentary.
The Story of Film: A New Generation,2021,Due to being a Documentary.
Kiki,2016,Due to being a Documentary.
Controlling Britney Spears,2021,Due to being a Documentary.
Russell Howard: Recalibrate,2017,Due to being a stand-up comedy.
Darwin's Nightmare,2004,Due to being a Documentary.
Joan Rivers: A Piece of Work,2010,Due to being a Documentary.
Hollywoodgate,2023,Due to being a Documentary.
To End All War: Oppenheimer & the Atomic Bomb,2023,Due to being a Documentary.
Blank City,2010,Due to being a Documentary.
The Lost Leonardo,2021,Due to being a Documentary.
Lemebel,2019,Due to being a Documentary.
John McEnroe: In the Realm of Perfection,2018,Due to being a Documentary.
The Mouth of the Wolf,2009,Due to being a Documentary.
Untold: Crime & Penalties,2021,Due to being a Documentary.
BS High,2023,Due to being a Documentary.
Being Mary Tyler Moore,2023,Due to being a Documentary.
Dumb: The Story of Big Brother Magazine,2017,Due to being a Documentary.
Facing Nolan,2022,Due to being a Documentary.
Jim Jefferies: This Is Me Now,2018,Due to being a stand-up comedy.
